Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population (ABS 2021 reference),Alcohol involvement,DV involvement,Data era,Source extract,is_break_month,Break note,Number of offences
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,8
2008-12,2008,12,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,Residential B&E,House break-ins,House break-ins actual,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-12,2008,12,Residential B&E,House break-ins,House break-ins actual,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,8
2008-12,2008,12,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-12,2008,12,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Residential B&E,House break-ins,House break-ins actual,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,6
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Property Damage,Property Damage Offences,Property damage offences,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,6
2008-12,2008,12,Residential B&E,House break-ins,House break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,No,Historical / PROMIS,March 2024 historical extract,False,,3
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,5
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,4
2008-12,2008,12,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,7
2008-12,2008,12,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,4
2008-12,2008,12,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-12,2008,12,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-12,2008,12,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2009-01,2009,1,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,No,Historical / PROMIS,March 2024 historical extract,False,,23
2009-01,2009,1,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,17
2009-01,2009,1,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,34
2009-01,2009,1,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,55
2009-01,2009,1,Assault & Violence,Acts intended to cause Injury,Other acts intended to cause injury,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2009-01,2009,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,66
2009-01,2009,1,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,6
